"","location","cnt","lat","long","lat_min","lat_max","lon_min","lon_max"
"838","New York City Metropolitan Area",433,40.7141903,-73.9321821,40.7141434,40.7142287,-73.9322793,-73.9320796
"839","New York, New York, United States",4,40.7127281,-74.0060152,40.476578,40.91763,-74.258843,-73.700233
"840","New York, NY",831,40.7127281,-74.0060152,40.476578,40.91763,-74.258843,-73.700233
"841","New York, United States",95,40.7127281,-74.0060152,40.476578,40.91763,-74.258843,-73.700233
"842","Newark, CA",2,37.5296593,-122.0402399,37.4776311,37.5636823,-122.070899,-121.9877906
"843","Newark, DE",6,39.6828358,-75.7515682,39.6432533,39.714928,-75.789011,-75.7231658
"844","Newark, NJ",3,40.735657,-74.1723667,40.6732502,40.7881387,-74.2513334,-74.1141786
"845","Newburgh, NY",30,41.5034271,-74.0104179,41.487545,41.519501,-74.048617,-74.000646
"846","Newport Beach, CA",36,33.6170092,-117.9294401,33.5348773,33.6717531,-117.9911803,-117.7839004
"847","Newport News, VA",23,37.0914429,-76.5213892,36.930691,37.2206658,-76.646093,-76.36161
"848","Niceville, FL",1,30.5168639,-86.482172,30.484388,30.5350701,-86.5063007,-86.4180518
"849","Nicholasville, KY",8,37.8806341,-84.5729961,37.832512,37.963316,-84.627279,-84.506815
"850","Niles, OH",3,41.1808345,-80.7653797,41.156617,41.2197408,-80.788103,-80.717052
"851","Noblesville, IN",4,40.0455918,-86.0085955,39.9867324,40.1017549,-86.0905539,-85.8622345
"852","Nokomis, FL",2,27.1232795,-82.4340234,27.108527,27.1379276,-82.4590591,-82.417174
"853","Norcross, GA",15,33.9412127,-84.2135309,33.912687,33.968656,-84.240267,-84.159816
"854","Norfolk, VA",21,36.8448348,-76.2863999,36.8207991,36.9697231,-76.3448722,-76.1767248
"855","North Andover, MA",2,42.6839894,-71.1127065,42.604137,42.7411036,-71.1458576,-71.0223096
"856","North Canton, OH",1,40.875891,-81.4023356,40.853228,40.900817,-81.422464,-81.363274
"857","North Carolina, United States",44,35.6729639,-79.0392919,33.752878,36.588157,-84.3218293,-75.400119
"858","North Charleston, SC",3,32.8546197,-79.9748103,32.826744,32.999514,-80.249758,-79.929792
"859","North Dakota, United States",16,47.6201461,-100.540737,45.935054,49.0004918,-104.049265,-96.5543975
"860","North Hatfield, MA",4,42.4111995,-72.6223117,42.3911995,42.4311995,-72.6423117,-72.6023117
"861","North Little Rock, AR",2,34.769536,-92.2670941,34.6745288,34.8774226,-92.400283,-92.0981885
"862","North Olmsted, OH",1,41.4156025,-81.9234726,41.3781932,41.448257,-81.9704452,-81.874667
"863","North Palm Beach, FL",1,26.8237944,-80.0559266,26.803639,26.8442523,-80.0814822,-80.030562
"864","North Reading, MA",216,42.5750939,-71.0786653,42.5522242,42.6090772,-71.1367425,-71.0283124
"865","North Richland Hills, TX",2,32.8342952,-97.2289029,32.8087415,32.911519,-97.2645211,-97.185923
"866","North Royalton, OH",4,41.3136644,-81.7245739,41.2764545,41.350942,-81.7853352,-81.704472
"867","Northbrook, IL",16,42.128704,-87.8265089,42.1020318,42.1529979,-87.8924456,-87.779958
"868","Northfield, IL",6,42.09975,-87.7808967,42.0848646,42.119598,-87.8011341,-87.7515583
"869","Northville, MI",4,42.4310816,-83.4832339,42.420201,42.4449029,-83.512848,-83.472125
"870","Norwich, CT",6,41.5243537,-72.0759008,41.490684,41.6080203,-72.140656,-72.040317
"871","Norwood, MA",6,42.194543,-71.1994976,42.1499166,42.2138843,-71.2383432,-71.1548528
"872","Novato, CA",16,38.1061979,-122.5681191,38.0394821,38.1479824,-122.6237763,-122.4836734
"873","O'Fallon, IL",2,38.5922715,-89.9112124,38.5474025,38.64393,-89.96664,-89.858135
"874","O'Fallon, MO",6,38.7902503,-90.7033292,38.7127263,38.8733246,-90.82098,-90.649074
"875","Oak Brook, IL",12,41.8328085,-87.9289504,41.812706,41.8617724,-87.996504,-87.9185008
"876","Oak Ridge, TN",8,36.0103562,-84.2696449,35.874865,36.064502,-84.436588,-84.156558
"877","Oakbrook Terrace, IL",3,41.8500302,-87.9645077,41.8445565,41.867486,-87.992514,-87.948066
"878","Oakland, CA",141,37.8044557,-122.271356,37.6336763,37.8854257,-122.355881,-122.1144203
"879","Oakland, NJ",12,41.0220483,-74.2430988,40.992303,41.06382,-74.272484,-74.201773
"880","Oaks, PA",6,40.1317722,-75.4596319,40.1117722,40.1517722,-75.4796319,-75.4396319
"881","Oberlin, OH",3,41.2939386,-82.2173786,41.262657,41.3057551,-82.250862,-82.181787
"882","Ocala, FL",6,29.1871986,-82.1400923,29.1209142,29.233731,-82.2517933,-82.0619973
"883","Occoquan, VA",2,38.6837271,-77.260261,38.6775334,38.6873228,-77.2665253,-77.2547806
"884","Oceanside, CA",4,33.1958696,-117.3794834,33.1325655,33.3000686,-117.4398002,-117.236575
"885","Ogden, UT",8,41.2230048,-111.9738429,41.160109,41.285993,-112.0255709,-111.920381
"886","Ohio, United States",43,40.2253569,-82.6881395,38.4031419,42.3232365,-84.8203361,-80.518954
"887","Oklahoma City, OK",77,35.4729886,-97.5170536,35.290695,35.6748662,-97.830948,-97.124718
"888","Oklahoma County, OK",36,35.5533328,-97.4367741,35.3768782,35.7259831,-97.6740183,-97.1410425
"889","Oklahoma, United States",9,34.9550817,-97.2684063,33.6191533,37.0022994,-103.0024413,-94.4312145
"890","Olathe, KS",14,38.8838856,-94.81887,38.8054833,38.9889258,-94.928023,-94.7143984
"891","Old Greenwich, CT",1,41.022875,-73.564846,41.012875,41.032875,-73.574846,-73.554846
"892","Olympia, WA",11,47.0451022,-122.8950075,47.0008627,47.0782592,-122.971077,-122.823247
"893","Omaha, NE",62,41.2587459,-95.9383758,41.190585,41.3930618,-96.2682,-95.871141
"894","Orange City, FL",1,28.9488761,-81.2986741,28.8967029,28.9735013,-81.3155082,-81.2577711
"895","Orange County, CA",52,33.7500378,-117.8704931,33.3336696,33.9476346,-118.1527575,-117.4136102
"896","Orange, CA",26,33.7500378,-117.8704931,33.3336696,33.9476346,-118.1527575,-117.4136102
"897","Oregon, United States",71,43.9792797,-120.737257,41.991794,46.2925694,-124.703541,-116.4631465
"898","Orlando, FL",65,28.5421109,-81.3790304,28.3480634,28.614283,-81.5075377,-81.2275862
"899","Orleans, IN",2,38.6617205,-86.4516557,38.64226,38.67721,-86.466083,-86.435552
"900","Orofino, ID",2,46.4811378,-116.255778,46.470973,46.499394,-116.321222,-116.198549
"901","Orrville, OH",2,40.8436664,-81.7640212,40.822232,40.873809,-81.8038929,-81.749365
"902","Ossining, NY",3,41.1613168,-73.8620367,41.136627,41.185514,-73.876581,-73.830576
"903","Ottawa, KS",2,39.1273653,-97.6568094,38.9578356,39.307335,-97.9301237,-97.370026
"904","Overland Park, KS",20,38.9742502,-94.6851702,38.7889959,39.0440703,-94.7610708,-94.60767
"905","Owatonna, MN",4,44.0839937,-93.2261076,44.0593214,44.1457406,-93.2837386,-93.1790558
"906","Owings Mills, MD",16,39.4105423,-76.7916963,39.3705423,39.4505423,-76.8316963,-76.7516963
"907","Owings, MD",1,38.7124923,-76.6049704,38.698481,38.7266345,-76.6367909,-76.5759871
"908","Oxnard, CA",22,34.1976308,-119.1803818,34.1193213,34.2614652,-119.329216,-119.1196964
"909","Pacifica, CA",42,37.5980374,-122.4995234,37.5663417,37.6666377,-122.515384,-122.4439341
"910","Painted Post, NY",5,42.1620186,-77.0941366,42.146971,42.180765,-77.105429,-77.084825
"911","Palm Bay, FL",6,27.9946969,-80.6366144,27.824029,28.0638216,-80.7535564,-80.5409449
"912","Palo Alto, CA",134,37.4443293,-122.1598465,37.2876789,37.4789448,-122.2026647,-122.0700195
"913","Panama City, FL",16,30.1586518,-85.6602936,30.1340692,30.2776031,-85.7373396,-85.4606971
"914","Paramus, NJ",20,40.9452911,-74.0735899,40.908532,40.980635,-74.101378,-74.03873
"915","Park City, UT",8,40.6460921,-111.4979963,40.5992976,40.7033812,-111.559025,-111.4607004
"916","Parkersburg, WV",1,39.2667309,-81.5620755,39.204234,39.309381,-81.580832,-81.502729
"917","Parsippany, NJ",14,40.8578772,-74.4259866,40.8378772,40.8778772,-74.4459866,-74.4059866
"918","Parsons, KS",4,37.3407838,-95.2596295,37.303542,37.383991,-95.519568,-95.227853
"919","Pasadena, CA",28,34.1476507,-118.1441551,34.1172023,34.251905,-118.198139,-118.065479
"920","Pasadena, MD",6,39.155816,-76.5528831,39.1046394,39.2077725,-76.6000003,-76.5172004
"921","Pasadena, TX",13,29.6910753,-95.2092076,29.55792,29.7402417,-95.234677,-94.9826401
"922","Pasco, WA",2,46.2306739,-119.0921,46.1925494,46.295782,-119.2649355,-119.0215771
"923","Paso Robles, CA",2,35.6267654,-120.6912456,35.5767154,35.6922701,-120.7076039,-120.5294537
"924","Pawtucket, RI",2,41.8789531,-71.3821203,41.8566542,41.8985926,-71.4221273,-71.3340402
"925","Pearl River, NY",4,41.0586333,-74.0218967,41.0307919,41.080265,-74.050855,-73.9672052
"926","Pearland, TX",9,29.5639758,-95.2864299,29.4979389,29.598335,-95.4444682,-95.2114282
"927","Pembroke Pines, FL",14,26.0061943,-80.2872086,25.9922472,26.0609535,-80.4418998,-80.2134837
"928","Pendleton, SC",4,34.6508092,-82.7820663,34.632309,34.666015,-82.801281,-82.759658
"929","Penns Grove, NJ",21,39.7295581,-75.4679734,39.717341,39.7393493,-75.4772594,-75.460459
"930","Pennsylvania, United States",8,40.9699889,-77.7278831,39.7197662,42.5146891,-80.5210833,-74.689672
"931","Peoria, AZ",6,33.5806115,-112.237294,33.550699,33.9553,-112.447299,-112.2025617
"932","Peoria, IL",12,40.6938609,-89.5891008,40.651938,40.8442616,-89.698915,-89.546494
"933","Peru, IN",2,40.7537253,-86.0690325,40.7338255,40.787121,-86.1353754,-86.0423896
"934","Petaluma, CA",18,38.295411,-122.6136935,38.294897,38.295811,-122.614424,-122.613005
"935","Pewaukee, WI",4,43.0846017,-88.2139452,43.026707,43.105251,-88.3044313,-88.185145
"936","Philadelphia, PA",72,39.9527237,-75.1635262,39.867005,40.1379593,-75.2802977,-74.9558314
"937","Phoenix, AZ",318,33.4484367,-112.074141,33.2903739,33.9183794,-112.3240289,-111.9255304
"938","Piedmont, SC",2,34.7105655,-82.4576114,34.671169,34.749909,-82.492993,-82.437959
"939","Piqua, OH",8,40.1447732,-84.2424449,40.115393,40.186351,-84.298495,-84.185354
"940","Piscataway, NJ",24,40.5462553,-74.4660408,40.5057156,40.597188,-74.519503,-74.4086806
"941","Pittsburg, KS",4,37.4108841,-94.70496,37.367444,37.466417,-94.741662,-94.667516
"942","Pittsburgh, PA",87,40.4416941,-79.9900861,40.36152,40.5012021,-80.095517,-79.865728
"943","Pittsfield, MA",12,42.451302,-73.260018,42.3981309,42.5046083,-73.3389078,-73.1821975
"944","Pixley, CA",6,35.978775,-119.2947964,35.964303,35.993245,-119.304085,-119.268299
"945","Plainfield, IN",6,39.7042123,-86.3994387,39.6586138,39.7504232,-86.4473385,-86.3263232
"946","Plainsboro, NJ",4,40.3334409,-74.6004341,40.299523,40.366605,-74.6309294,-74.545352
"947","Plano, TX",64,33.0136764,-96.6925096,32.9970517,33.1259416,-96.8599747,-96.6129244
"948","Plantation, FL",6,26.1275862,-80.2331036,26.0925707,26.1608418,-80.3301597,-80.1972388
"949","Pleasanton, CA",20,37.6624312,-121.8746789,37.6200582,37.7030362,-121.954974,-121.7989177
"950","Plover, WI",16,44.4563579,-89.544007,44.432144,44.497515,-89.608651,-89.48823
"951","Plymouth, MA",2,41.9426657,-70.7618592,41.5665119,42.3536042,-71.0804832,-70.4560544
"952","Plymouth, MI",16,42.7369124,-96.2213607,42.5606243,42.910336,-96.6397162,-95.858548
"953","Plymouth, MN",9,45.0065149,-93.46651,44.9782824,45.0664218,-93.522652,-93.400365
"954","Plymouth, PA",6,41.2403596,-75.9446428,41.23037,41.249903,-75.967319,-75.930442
"955","Pontiac, MI",4,42.6389216,-83.2910468,42.6038449,42.699623,-83.335033,-83.2479027
"956","Port Angeles, WA",2,48.118146,-123.430741,48.083572,48.2527972,-123.5590978,-123.39162
"957","Port Arthur, TX",6,29.8716717,-93.9333107,29.6331171,30.032348,-94.106597,-93.8113504
"958","Port Charlotte, FL",3,26.9761707,-82.0906448,26.946925,27.018022,-82.156289,-82.057603
"959","Port Huron, MI",2,42.9760854,-82.4333742,42.9368453,43.041248,-82.46653,-82.39903
"960","Portage, MI",4,41.1496775,-81.2082,40.987785,41.3482652,-81.3933494,-81.00198
"961","Portland, OR",47,45.5202471,-122.674194,45.432536,45.6528812,-122.8367489,-122.4720252
"962","Portsmouth, OH",4,38.7316375,-82.9965441,38.7259495,38.774249,-83.0119217,-82.870279
"963","Potomac, MD",2,39.017936,-77.2094542,38.9666826,39.0693789,-77.2559021,-77.1415536
"964","Poway, CA",8,32.9628234,-117.035864,32.927158,33.066407,-117.084348,-116.940606
"965","Princeton, NJ",12,40.3496953,-74.6597376,40.3048856,40.3917309,-74.7221219,-74.617508
"966","Princeton, WV",1,37.383603,-81.1072809,37.363392,37.38811,-81.116767,-81.103985
"967","Progreso, TX",4,26.0922991,-97.9572242,26.083981,26.11594,-97.991896,-97.934635
"968","Prosper, TX",2,33.2385763,-96.7866058,33.2181318,33.2628361,-96.8981342,-96.7308171
"969","Providence, RI",38,41.8239891,-71.4128343,41.7724345,41.8618007,-71.472667,-71.3736135
"970","Provo, UT",38,40.2337289,-111.6587085,40.185799,40.328801,-111.740962,-111.5368724
"971","Pueblo, CO",3,38.2544472,-104.609141,38.189106,38.3453683,-104.7222744,-104.4600366
"972","Pullman, WA",12,46.7304268,-117.173895,46.7045333,46.7619539,-117.2220719,-117.0855681
"973","Purchase, NY",4,41.0409305,-73.7145746,41.0209305,41.0609305,-73.7345746,-73.6945746
"974","Puyallup, WA",3,47.1849009,-122.29214,47.1474533,47.218645,-122.337721,-122.234836
"975","Quantico, VA",2,38.5218802,-77.2911023,38.52004,38.525617,-77.293654,-77.2866584
"976","Queens, NY",6,40.7135078,-73.8283132,40.492121,40.812135,-74.04378,-73.700233
"977","Quincy, IL",1,39.9356016,-91.4098727,39.89921,39.972387,-91.428424,-91.31581
"978","Quincy, MA",4,42.2509914,-71.0037374,42.2041797,42.3138078,-71.093189,-70.9377406
"979","Raleigh, NC",95,35.7803977,-78.6390989,35.7082575,35.970736,-78.8189744,-78.4707917
"980","Rancho Cordova, CA",8,38.5890723,-121.302728,38.501909,38.633388,-121.3364865,-121.184938
"981","Rancho Santa Margarita, CA",32,33.6408845,-117.6029341,33.5860339,33.669843,-117.6377284,-117.5520253
"982","Randolph, NJ",8,40.844265,-74.5857218,40.8047103,40.8838633,-74.6460151,-74.525057
"983","Raritan, NJ",14,40.567181,-74.634683,40.5562899,40.586044,-74.662026,-74.623412
"984","Raymond, OH",6,40.3347799,-83.465758,40.3147799,40.3547799,-83.485758,-83.445758
"985","Reading, PA",10,40.335345,-75.9279495,40.296502,40.371251,-75.9606857,-75.890512
"986","Redlands, CA",1,34.0550328,-117.1827445,34.0039989,34.101629,-117.2490539,-117.051457
"987","Redmond, WA",24,47.6694141,-122.1238767,47.6271405,47.717018,-122.164981,-122.034617
"988","Redondo Beach, CA",1,33.8455911,-118.3886766,33.8146792,33.8946748,-118.4714826,-118.35234
"989","Redwood City, CA",10,37.4863239,-122.232523,37.4471717,37.5703773,-122.2908234,-122.1374961
"990","Reno, NV",7,39.5261206,-119.8126581,39.392426,39.723436,-120.0023339,-119.699345
"991","Renton, WA",4,47.4799078,-122.2034496,47.422984,47.539366,-122.254219,-122.120286
"992","Reston, VA",31,38.9583737,-77.3579805,38.908241,38.9982314,-77.393259,-77.308866
"993","Rhode Island, United States",7,41.7962409,-71.5992372,41.095834,42.0189359,-71.907431,-71.088571
"994","Richardson, TX",40,32.9481789,-96.7297206,32.9232349,33.005046,-96.7691418,-96.6130209
"995","Richfield, UT",2,38.7724674,-112.084094,38.7243591,38.7936207,-112.1175321,-112.0664511
"996","Richland, SC",1,34.0190006,-80.9176832,33.7432323,34.268642,-81.345314,-80.599297
"997","Richland, WA",16,46.2804298,-119.275205,46.1944001,46.3706279,-119.4004448,-119.2114782
"998","Richmond Heights, MO",4,38.6282707,-90.3191285,38.6186921,38.6410689,-90.3622817,-90.30643
"999","Richmond, CA",6,37.9357576,-122.347748,37.88364,38.0285668,-122.441484,-122.2434491
"1000","Richmond, IN",1,39.8286897,-84.8898521,39.74859,39.882589,-84.963745,-84.8136716
"1001","Richmond, TX",2,29.5821811,-95.7607832,29.5548351,29.6306803,-95.7914826,-95.6913361
"1002","Richmond, VA",66,37.5385087,-77.43428,37.4467305,37.6028099,-77.6011728,-77.385303
"1003","Riverdale, GA",12,33.5726113,-84.4132594,33.521005,33.588395,-84.434251,-84.390332
"1004","Riverhead, NY",12,40.9168692,-72.6624189,40.9137,40.988356,-72.727994,-72.613328
"1005","Riviera Beach, FL",8,26.784343,-80.0650293,26.7621928,26.814939,-80.119465,-80.030177
"1006","Roanoke Rapids, NC",2,36.4558016,-77.6573514,36.393509,36.481689,-77.690588,-77.613518
"1007","Roanoke, VA",15,37.270973,-79.9414313,37.2118995,37.3376132,-80.0374765,-79.8785498
"1008","Robstown, TX",18,27.7903032,-97.6688843,27.74776,27.826383,-97.718803,-97.635456
"1009","Rochester, NY",30,43.157285,-77.615214,43.10336,43.2677292,-77.701505,-77.53251
"1010","Rock Springs, WY",4,41.5860557,-109.2194544,41.559509,41.647696,-109.29124,-109.042179
"1011","Rockford, IL",5,42.2713945,-89.093966,42.1432458,42.3386478,-89.1952803,-88.9408682
"1012","Rockford, MI",8,42.2713945,-89.093966,42.1432458,42.3386478,-89.1952803,-88.9408682
"1013","Rockingham, NC",4,36.3926798,-79.744144,36.2460843,36.5426969,-80.0351201,-79.510751
"1014","Rockville, MD",22,39.0817985,-77.1516844,39.0532865,39.1205547,-77.200152,-77.1078112
"1015","Rocky Hill, CT",24,41.6648216,-72.6392587,41.6277134,41.6879953,-72.7152914,-72.6090969
"1016","Rocky River, OH",3,41.4756031,-81.8393034,41.4497813,41.494624,-81.8745136,-81.821904
"1017","Rolling Meadows, IL",90,42.0841936,-88.0131275,42.045877,42.104317,-88.068271,-87.993202
"1018","Rolling Prairie, IN",2,41.6745495,-86.6160192,41.6545495,41.6945495,-86.6360192,-86.5960192
"1019","Rome, NY",9,43.2128473,-75.4557304,43.169058,43.281615,-75.66687,-75.340772
"1020","Romulus, MI",6,42.2222614,-83.3965995,42.179439,42.2682484,-83.426583,-83.3060358
"1021","Ronkonkoma, NY",12,40.803529,-73.124548,40.781995,40.832845,-73.171464,-73.084172
"1022","Roseburg, OR",6,43.216505,-123.3417381,43.1905206,43.2815192,-123.4019774,-123.2702088
"1023","Roseland, NJ",6,40.8206555,-74.2937595,40.806828,40.838299,-74.334952,-74.276321
"1024","Roselle, IL",4,41.9852583,-88.0799571,41.959729,42.000436,-88.125814,-88.046516
"1025","Rosemead, CA",1,34.0676169,-118.0879763,34.0276169,34.1076169,-118.1279763,-118.0479763
"1026","Rosemont, IL",2,41.9941334,-87.8756737,41.973737,42.009623,-87.8970844,-87.8554997
"1027","Roseville, CA",4,38.7521235,-121.2880059,38.7163523,38.8101558,-121.400248,-121.1841613
"1028","Roseville, MN",6,45.0060767,-93.1566107,44.9917551,45.035897,-93.2081166,-93.105879
"1029","Roswell, GA",19,34.02332,-84.360022,33.9717368,34.118239,-84.419134,-84.2615877
"1030","Round Lake, IL",2,42.353355,-88.0934145,42.303373,42.3679956,-88.1482687,-88.0825765
"1031","Round Rock, TX",7,30.5085915,-97.6788056,30.4682901,30.5937774,-97.7648422,-97.5900541
"1032","Sacramento County, CA",4,38.4732259,-121.2980707,38.0182697,38.7363502,-121.8628053,-121.027083
"1033","Sacramento, CA",44,38.5810606,-121.493895,38.437574,38.685506,-121.56012,-121.36274
"1034","Saddle Brook, NJ",1,40.898988,-74.0926418,40.884437,40.921098,-74.1134423,-74.078923
"1035","Saddle River, NJ",3,41.0317637,-74.1020866,41.0044752,41.050552,-74.1211648,-74.0743847
"1036","Saginaw, MI",6,43.4200387,-83.9490365,43.379884,43.469802,-83.9957638,-83.902285
"1037","Saint Inigoes, MD",2,38.152904,-76.4230064,38.132904,38.172904,-76.4430064,-76.4030064
"1038","Salamanca, NY",2,42.1579214,-78.7151629,42.143375,42.199732,-78.76208,-78.683056
"1039","Salem, MA",12,42.5195292,-70.8967226,42.4761162,42.5521402,-70.9499444,-70.7373742
"1040","Salem, OR",8,44.9391565,-123.033121,44.8512459,45.0166247,-123.1229614,-122.9352099
"1041","Salem, VA",6,37.293378,-80.054667,37.2522003,37.3238847,-80.1203172,-80.0135581
"1042","Salt Lake City, UT",70,40.7596198,-111.886797,40.6999263,40.8533905,-112.1013916,-111.7404843
"1043","Sammamish, WA",2,47.6017554,-122.0416844,47.553604,47.657487,-122.0920248,-121.964584
"1044","San Antonio, TX",88,29.4246002,-98.4951405,29.1862572,29.7309623,-98.8131865,-98.2230029
"1045","San Bernardino, CA",6,34.8253019,-116.0833144,33.8709844,35.8092552,-117.8025491,-114.1307816
"1046","San Clemente, CA",8,33.4270275,-117.6124179,33.3336696,33.4908334,-117.6816859,-117.5711815
"1047","San Diego County, CA",36,32.9637838,-116.7706277,32.5295236,33.5052423,-117.6105363,-116.0810941
"1048","San Diego, CA",393,32.7174202,-117.1627728,32.5347737,33.114249,-117.3098053,-116.9057226
"1049","San Francisco Bay Area",548,37.7884969,-122.3558473,36.7884969,38.7884969,-123.3558473,-121.3558473
"1050","San Francisco County, CA",6,37.7790262,-122.419906,37.6403143,37.929811,-123.173825,-122.281479
"1051","San Francisco, CA",301,37.7790262,-122.419906,37.6403143,37.929811,-123.173825,-122.281479
"1052","San Gabriel, CA",4,34.0990995,-118.1085554,34.0711602,34.1153275,-118.1211515,-118.077206
"1053","San Jose, CA",122,37.3361663,-121.890591,37.1231596,37.4691477,-122.0460405,-121.5858438
"1054","San Marcos, CA",8,33.1433723,-117.1661449,33.080569,33.188339,-117.2302626,-117.1102946
"1055","San Mateo County, CA",8,37.496904,-122.3330573,37.0479139,37.7082836,-122.588177,-122.0801029
"1056","San Mateo, CA",72,37.496904,-122.3330573,37.0479139,37.7082836,-122.588177,-122.0801029
"1057","San Pedro, CA",6,33.7358518,-118.2922934,33.7158518,33.7558518,-118.3122934,-118.2722934
"1058","San Ramon, CA",72,37.7648021,-121.9544387,37.7212399,37.7951234,-122.0044837,-121.8769321
"1059","Sanborn, NY",2,43.136723,-78.8847611,43.132164,43.1550513,-78.8972646,-78.8551135
"1060","Sandusky, OH",2,41.2951563,-83.1555438,41.252878,41.501189,-83.420059,-82.840225
"1061","Sandy, UT",8,40.5710454,-111.8953815,40.527662,40.618005,-111.921621,-111.7770159
"1062","Santa Ana, CA",16,33.7494951,-117.8732213,33.6916541,33.7840133,-117.9439459,-117.8303495
"1063","Santa Barbara, CA",2,34.4221319,-119.702667,34.336029,34.463922,-119.859791,-119.6399059
"1064","Santa Clara, CA",17,37.2333253,-121.6846349,36.8931127,37.4846245,-122.2026647,-121.2082946
"1065","Santa Clarita, CA",44,34.4127963,-118.5538088,34.3414487,34.4960998,-118.6133031,-118.378774
"1066","Santa Fe, NM",2,35.6876096,-105.938456,35.5880434,35.7546236,-106.1121583,-105.8941768
"1067","Santa Monica, CA",64,34.0194704,-118.491227,33.9666583,34.0505825,-118.5534678,-118.4435336
"1068","Santa Rosa, CA",6,38.4404925,-122.7141049,38.3643324,38.5080485,-122.8343404,-122.5699915
"1069","Sarasota County, FL",4,27.1813609,-82.3609195,26.9453584,27.3897857,-82.705438,-82.0566858
"1070","Sarasota, FL",20,27.3365805,-82.5308545,27.2931077,27.3891533,-82.5889096,-82.4787116
"1071","Savannah, GA",15,32.0790074,-81.0921335,31.887852,32.189662,-81.371427,-81.029515
"1072","Scarborough, ME",4,43.5909038,-70.3395776,43.4668848,43.6557845,-70.4920093,-70.1842414
"1073","Scarsdale, NY",4,40.9880495,-73.7974133,40.955761,41.021935,-73.810656,-73.744581
"1074","Schaumburg, IL",6,42.0333608,-88.083406,41.9868545,42.078112,-88.1543639,-88.028023
"1075","Schenectady, NY",4,42.8142432,-73.9395687,42.763394,42.843783,-73.983363,-73.893058
"1076","Schererville, IN",24,41.4789246,-87.4547605,41.434975,41.5231637,-87.493513,-87.392639
"1077","Scottsbluff, NE",2,41.862302,-103.6627088,41.8458296,41.8922883,-103.6950644,-103.6269388
"1078","Scottsdale, AZ",129,33.4942189,-111.926018,33.4476308,33.9005256,-111.9609326,-111.7560682
